Name	Parent	Desc	ParentDesc
HP:0003683	HP:0011119	Large beaked nose	Abnormality of the nasal dorsum
HP:0003687	HP:0004303	Centrally nucleated skeletal muscle fibers	Abnormal muscle fiber morphology
HP:0003688	HP:0003800	Cytochrome C oxidase-negative muscle fibers	Muscle abnormality related to mitochondrial dysfunction
HP:0003689	HP:0009141	Multiple mitochondrial DNA deletions	Depletion of mitochondrial DNA in muscle tissue
HP:0003690	HP:0001324	Limb muscle weakness	Muscle weakness
HP:0003690	HP:0009127	Limb muscle weakness	Abnormality of the musculature of the limbs
HP:0003691	HP:0000782	Scapular winging	Abnormality of the scapula
HP:0003691	HP:0001435	Scapular winging	Abnormality of the shoulder girdle musculature
HP:0003693	HP:0003202	Distal amyotrophy	Skeletal muscle atrophy
HP:0003694	HP:0003701	Late-onset proximal muscle weakness	Proximal muscle weakness
HP:0003696	HP:0009198	Absent epiphysis of the distal phalanx of the 5th finger	Abnormality of the epiphysis of the distal phalanx of the 5th finger
HP:0003696	HP:0009382	Absent epiphysis of the distal phalanx of the 5th finger	Absent epiphyses of the 5th finger
HP:0003696	HP:0010246	Absent epiphysis of the distal phalanx of the 5th finger	Absent epiphyses of the distal phalanges of the hand
HP:0003697	HP:0003202	Scapuloperoneal amyotrophy	Skeletal muscle atrophy
HP:0003698	HP:0004302	Difficulty standing	Functional motor deficit
HP:0003700	HP:0003202	Generalized amyotrophy	Skeletal muscle atrophy
HP:0003701	HP:0001324	Proximal muscle weakness	Muscle weakness
HP:0003704	HP:0001324	Scapuloperoneal weakness	Muscle weakness
HP:0003707	HP:0001430	Calf muscle pseudohypertrophy	Abnormality of the calf musculature
HP:0003710	HP:0003394	Exercise-induced muscle cramps	Muscle spasm
HP:0003712	HP:0030236	Skeletal muscle hypertrophy	Abnormality of muscle size
HP:0003713	HP:0004303	Muscle fiber necrosis	Abnormal muscle fiber morphology
HP:0003715	HP:0003198	Myofibrillar myopathy	Myopathy
HP:0003716	HP:0011805	Generalized muscular appearance from birth	Abnormal skeletal muscle morphology
HP:0003717	HP:0003758	Minimal subcutaneous fat	Reduced subcutaneous adipose tissue
HP:0003719	HP:0010548	Muscle mounding	Percussion myotonia
HP:0003720	HP:0003712	Generalized muscle hypertrophy	Skeletal muscle hypertrophy
HP:0003722	HP:0000467	Neck flexor weakness	Neck muscle weakness
HP:0003724	HP:0003797	Shoulder girdle muscle atrophy	Limb-girdle muscle atrophy
HP:0003725	HP:0011805	Firm muscles	Abnormal skeletal muscle morphology
HP:0003729	HP:0002743	Enteroviral dermatomyositis syndrome	Recurrent enteroviral infections
HP:0003730	HP:0002486	EMG: myotonic runs	Myotonia
HP:0003731	HP:0008994	Quadriceps muscle weakness	Proximal muscle weakness in lower limbs
HP:0003733	HP:0008968	Thigh hypertrophy	Muscle hypertrophy of the lower extremities
HP:0003736	HP:0004303	Autophagic vacuoles	Abnormal muscle fiber morphology
HP:0003737	HP:0003800	Mitochondrial myopathy	Muscle abnormality related to mitochondrial dysfunction
HP:0003738	HP:0003326	Exercise-induced myalgia	Myalgia
HP:0003739	HP:0001336	Myoclonic spasms	Myoclonus
HP:0003740	HP:0002486	Myotonia with warm-up phenomenon	Myotonia
HP:0003741	HP:0003560	Congenital muscular dystrophy	Muscular dystrophy
HP:0003743	HP:0000005	Genetic anticipation	Mode of inheritance
HP:0003744	HP:0003743	Genetic anticipation with paternal anticipation bias	Genetic anticipation
HP:0003745	HP:0000005	Sporadic	Mode of inheritance
HP:0003749	HP:0003325	Pelvic girdle muscle weakness	Limb-girdle muscle weakness
HP:0003750	HP:0011804	Increased muscle fatiguability	Abnormal muscle physiology
HP:0003752	HP:0010547	Episodic flaccid weakness	Muscle flaccidity
HP:0003755	HP:0012084	Type 1 fibers relatively smaller than type 2 fibers	Abnormality of skeletal muscle fiber size
HP:0003756	HP:0003198	Skeletal myopathy	Myopathy
HP:0003758	HP:0001001	Reduced subcutaneous adipose tissue	Abnormality of subcutaneous fat tissue
HP:0003758	HP:0040063	Reduced subcutaneous adipose tissue	Decreased adipose tissue
HP:0003759	HP:0100766	Hypoplasia of lymphatic vessels	Abnormal lymphatic vessel morphology
HP:0003760	HP:0010548	Percussion-induced rapid rolling muscle contractions	Percussion myotonia
HP:0003761	HP:0011805	Calcinosis	Abnormal skeletal muscle morphology
HP:0003762	HP:0031105	Uterus didelphys	Abnormal uterus morphology
HP:0003763	HP:0002360	Bruxism	Sleep disturbance
HP:0003764	HP:0011355	Nevus	Localized skin lesion
HP:0003765	HP:0011123	Psoriasiform dermatitis	Inflammatory abnormality of the skin
HP:0003768	HP:0003470	Periodic paralysis	Paralysis
HP:0003771	HP:0006479	Pulp stones	Abnormality of the dental pulp
HP:0003774	HP:0012622	Stage 5 chronic kidney disease	Chronic kidney disease
HP:0003777	HP:0003328	Pili torti	Abnormal hair laboratory examination
HP:0003778	HP:0000347	Short mandibular rami	Micrognathia
HP:0003778	HP:3000003	Short mandibular rami	Abnormal mandibular ramus morphology
HP:0003779	HP:0010753	Antegonial notching of mandible	Midline defect of mandible
HP:0003781	HP:0100755	Excessive salivation	Abnormality of salivation
HP:0003782	HP:0004325	Eunuchoid habitus	Decreased body weight
HP:0003783	HP:0002814	Externally rotated/abducted legs	Abnormality of the lower limb
HP:0003784	HP:0011862	Type 1 collagen overmodification	Abnormal bone collagen fibril morphology
HP:0003785	HP:0025454	Decreased CSF homovanillic acid	Abnormal CSF metabolite level
HP:0003787	HP:0003789	Type 1 and type 2 muscle fiber minicore regions	Minicore myopathy
HP:0003789	HP:0003198	Minicore myopathy	Myopathy
HP:0003791	HP:0004303	Deposits immunoreactive to beta-amyloid protein	Abnormal muscle fiber morphology
HP:0003795	HP:0001831	Short middle phalanx of toe	Short toe
HP:0003795	HP:0010183	Short middle phalanx of toe	Abnormality of the middle phalanges of the toes
HP:0003796	HP:0002867	Irregular iliac crest	Abnormality of the ilium
HP:0003797	HP:0003202	Limb-girdle muscle atrophy	Skeletal muscle atrophy
HP:0003797	HP:0009127	Limb-girdle muscle atrophy	Abnormality of the musculature of the limbs
HP:0003798	HP:0100303	Nemaline bodies	Muscle fiber cytoplasmatic inclusion bodies
HP:0003799	HP:0002750	Marked delay in bone age	Delayed skeletal maturation
HP:0003800	HP:0011804	Muscle abnormality related to mitochondrial dysfunction	Abnormal muscle physiology
HP:0003803	HP:0004303	Type 1 muscle fiber predominance	Abnormal muscle fiber morphology
HP:0003805	HP:0004303	Rimmed vacuoles	Abnormal muscle fiber morphology
HP:0003808	HP:0011804	Abnormal muscle tone	Abnormal muscle physiology
HP:0003809	HP:0040063	Reduced intrathoracic adipose tissue	Decreased adipose tissue
HP:0003810	HP:0002460	Late-onset distal muscle weakness	Distal muscle weakness
HP:0003811	HP:0011420	Neonatal death	Age of death
HP:0003812	HP:0012823	Phenotypic variability	Clinical modifier
HP:0003819	HP:0011420	Death in childhood	Age of death
HP:0003826	HP:0011420	Stillbirth	Age of death
HP:0003828	HP:0003812	Variable expressivity	Phenotypic variability
HP:0003829	HP:0003812	Incomplete penetrance	Phenotypic variability
HP:0003831	HP:0003829	Age-dependent penetrance	Incomplete penetrance
HP:0003832	HP:0002992	Abnormality of the tibial plateaux	Abnormality of tibia morphology
HP:0003833	HP:0003832	Laterally deficient tibial plateaux	Abnormality of the tibial plateaux
HP:0003834	HP:0003043	Shoulder dislocation	Abnormality of the shoulder
HP:0003834	HP:0030310	Shoulder dislocation	Upper extremity joint dislocation
HP:0003835	HP:0032153	Shoulder subluxation	Joint subluxation
HP:0003836	HP:0003043	Stippled calcification of the shoulder	Abnormality of the shoulder
HP:0003837	HP:0011986	Soft-tissue ossification around the shoulders	Ectopic ossification
HP:0003839	HP:0002817	Abnormality of upper limb epiphysis morphology	Abnormality of the upper limb
HP:0003839	HP:0006505	Abnormality of upper limb epiphysis morphology	Abnormality of limb epiphysis morphology
HP:0003840	HP:0002663	Delayed upper limb epiphyseal ossification	Delayed epiphyseal ossification
HP:0003840	HP:0003839	Delayed upper limb epiphyseal ossification	Abnormality of upper limb epiphysis morphology
HP:0003841	HP:0003839	Fragmented epiphyses of the upper limbs	Abnormality of upper limb epiphysis morphology
HP:0003841	HP:0100168	Fragmented epiphyses of the upper limbs	Fragmented epiphyses
HP:0003842	HP:0003839	Irregular epiphyses of the upper limbs	Abnormality of upper limb epiphysis morphology
HP:0003842	HP:0010582	Irregular epiphyses of the upper limbs	Irregular epiphyses
HP:0003843	HP:0003839	Round epiphyses of the upper limbs	Abnormality of upper limb epiphysis morphology
HP:0003844	HP:0003839	Small epiphyses of the upper limbs	Abnormality of upper limb epiphysis morphology
HP:0003844	HP:0010585	Small epiphyses of the upper limbs	Small epiphyses
HP:0003846	HP:0003839	Wide epiphyseal plates of the upper limbs	Abnormality of upper limb epiphysis morphology
HP:0003848	HP:0003021	Cupped metaphyses of the upper limbs	Metaphyseal cupping
HP:0003848	HP:0009809	Cupped metaphyses of the upper limbs	Abnormality of upper limb metaphysis
HP:0003849	HP:0003015	Flared upper limb metaphysis	Flared metaphysis
HP:0003849	HP:0003856	Flared upper limb metaphysis	Upper limb metaphyseal widening
HP:0003850	HP:0003025	Upper-limb metaphyseal irregularity	Metaphyseal irregularity
HP:0003850	HP:0009809	Upper-limb metaphyseal irregularity	Abnormality of upper limb metaphysis
HP:0003851	HP:0009809	Lytic defects in metaphyses of the upper limbs	Abnormality of upper limb metaphysis
HP:0003852	HP:0009809	Normal density transverse bands in metaphyses of the upper limbs	Abnormality of upper limb metaphysis
HP:0003853	HP:0003854	Sclerosis with transverse striations in metaphyses of the upper limbs	Sclerosis of metaphyses of the upper limbs
HP:0003854	HP:0009809	Sclerosis of metaphyses of the upper limbs	Abnormality of upper limb metaphysis
HP:0003855	HP:0005054	Spurred metaphyses of the upper limbs	Metaphyseal spurs
HP:0003855	HP:0009809	Spurred metaphyses of the upper limbs	Abnormality of upper limb metaphysis
HP:0003856	HP:0003016	Upper limb metaphyseal widening	Metaphyseal widening
HP:0003856	HP:0009809	Upper limb metaphyseal widening	Abnormality of upper limb metaphysis
HP:0003858	HP:0009808	Cortical diaphyseal irregularity of the upper limbs	Anomaly of the upper limb diaphyses
HP:0003859	HP:0009808	Cortical diaphyseal thickening of the upper limbs	Anomaly of the upper limb diaphyses
HP:0003860	HP:0003034	Diaphyseal sclerosis of the upper limbs	Diaphyseal sclerosis
HP:0003860	HP:0009808	Diaphyseal sclerosis of the upper limbs	Anomaly of the upper limb diaphyses
HP:0003861	HP:0009808	Broad diaphyses of the upper limbs	Anomaly of the upper limb diaphyses
HP:0003862	HP:0006507	Absent humerus	Aplasia/hypoplasia of the humerus
HP:0003863	HP:0031095	Angulated humerus	Abnormal humerus morphology
HP:0003864	HP:0031095	Bifid humerus	Abnormal humerus morphology
HP:0003865	HP:0006488	Bowed humerus	Bowing of the arm
HP:0003865	HP:0031095	Bowed humerus	Abnormal humerus morphology
HP:0003866	HP:0031095	Coarse humeral trabeculae	Abnormal humerus morphology
HP:0003867	HP:0005731	Humeral cortical irregularity	Cortical irregularity
HP:0003867	HP:0010629	Humeral cortical irregularity	Abnormal morphology of the cortex of the humerus
HP:0003868	HP:0000935	Humeral cortical thickening	Thickened cortex of long bones
HP:0003868	HP:0010629	Humeral cortical thickening	Abnormal morphology of the cortex of the humerus
HP:0003869	HP:0002753	Humeral cortical thinning	Thin bony cortex
HP:0003869	HP:0010629	Humeral cortical thinning	Abnormal morphology of the cortex of the humerus
HP:0003870	HP:0031095	Crumpled humerus	Abnormal humerus morphology
HP:0003871	HP:0031095	Deformed humerus	Abnormal humerus morphology
HP:0003872	HP:0002762	Humeral exostoses	Multiple exostoses
HP:0003872	HP:0031095	Humeral exostoses	Abnormal humerus morphology
HP:0003874	HP:0031095	Humerus varus	Abnormal humerus morphology
HP:0003875	HP:0031095	Humeral lytic defects	Abnormal humerus morphology
HP:0003876	HP:0003063	Osteoporotic humerus	Abnormality of the humerus
HP:0003877	HP:0031095	Oval transradiancy of humerus	Abnormal humerus morphology
HP:0003878	HP:0003063	Periosteal new bone of humerus	Abnormality of the humerus
HP:0003878	HP:0030314	Periosteal new bone of humerus	Periostosis
HP:0003879	HP:0031095	Humeral pseudarthrosis	Abnormal humerus morphology
HP:0003880	HP:0003881	Sclerotic foci of the humerus	Humeral sclerosis
HP:0003881	HP:0003063	Humeral sclerosis	Abnormality of the humerus
HP:0003881	HP:0006392	Humeral sclerosis	Increased density of long bones
HP:0003882	HP:0003100	Slender humerus	Slender long bone
HP:0003882	HP:0031095	Slender humerus	Abnormal humerus morphology
HP:0003883	HP:0031095	Tapered humerus	Abnormal humerus morphology
HP:0003884	HP:0003063	Triangular humerus	Abnormality of the humerus
HP:0003885	HP:0031095	Undermodeled humerus	Abnormal humerus morphology
HP:0003886	HP:0005622	Wide humerus	Broad long bones
HP:0003886	HP:0031095	Wide humerus	Abnormal humerus morphology
HP:0003887	HP:0031095	Abnormality of the humeral heads	Abnormal humerus morphology
HP:0003888	HP:0003887	Flattened humeral heads	Abnormality of the humeral heads
HP:0003889	HP:0003926	Abnormality of the deltoid tuberosities	Abnormality of the humeral diaphysis
HP:0003890	HP:0003889	Prominent deltoid tuberosities	Abnormality of the deltoid tuberosities
HP:0003891	HP:0003063	Abnormality of the humeral epiphysis	Abnormality of the humerus
HP:0003891	HP:0003839	Abnormality of the humeral epiphysis	Abnormality of upper limb epiphysis morphology
HP:0003892	HP:0003891	Absent humeral epiphyseal ossification	Abnormality of the humeral epiphysis
HP:0003892	HP:0012791	Absent humeral epiphyseal ossification	Abnormal humeral ossification
HP:0003893	HP:0003891	Advanced ossification of the humeral epiphysis	Abnormality of the humeral epiphysis
HP:0003893	HP:0010656	Advanced ossification of the humeral epiphysis	Abnormal epiphyseal ossification
HP:0003894	HP:0003840	Delayed humeral epiphyseal ossification	Delayed upper limb epiphyseal ossification
HP:0003894	HP:0003891	Delayed humeral epiphyseal ossification	Abnormality of the humeral epiphysis
HP:0003895	HP:0003071	Flattened humeral epiphyses	Flattened epiphysis
HP:0003895	HP:0003891	Flattened humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003896	HP:0003842	Irregular humeral epiphyses	Irregular epiphyses of the upper limbs
HP:0003896	HP:0003891	Irregular humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003897	HP:0003891	Irregular ossification of the humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003897	HP:0010656	Irregular ossification of the humeral epiphyses	Abnormal epiphyseal ossification
HP:0003897	HP:0012791	Irregular ossification of the humeral epiphyses	Abnormal humeral ossification
HP:0003898	HP:0003891	Large humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003898	HP:0010580	Large humeral epiphyses	Enlarged epiphyses
HP:0003899	HP:0003843	Round humeral epiphyses	Round epiphyses of the upper limbs
HP:0003899	HP:0003891	Round humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003900	HP:0003844	Small humeral epiphyses	Small epiphyses of the upper limbs
HP:0003900	HP:0003891	Small humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003901	HP:0003891	Stippled calcification of the humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003902	HP:0003897	Epiphyseal stippling of the humerus	Irregular ossification of the humeral epiphyses
HP:0003902	HP:0010655	Epiphyseal stippling of the humerus	Epiphyseal stippling
HP:0003903	HP:0003891	Broad humeral epiphyses	Abnormality of the humeral epiphysis
HP:0003903	HP:0003904	Broad humeral epiphyses	Wide epiphyses of the upper limbs
HP:0003904	HP:0003839	Wide epiphyses of the upper limbs	Abnormality of upper limb epiphysis morphology
HP:0003904	HP:0010580	Wide epiphyses of the upper limbs	Enlarged epiphyses
HP:0003905	HP:0003891	Abnormality of the humeral epiphyseal plate	Abnormality of the humeral epiphysis
HP:0003906	HP:0003846	Broad humeral epiphyseal plate	Wide epiphyseal plates of the upper limbs
HP:0003906	HP:0003905	Broad humeral epiphyseal plate	Abnormality of the humeral epiphyseal plate
HP:0003907	HP:0003063	Abnormality of the humeral metaphyses	Abnormality of the humerus
HP:0003907	HP:0009809	Abnormality of the humeral metaphyses	Abnormality of upper limb metaphysis
HP:0003908	HP:0000944	Corner fracture of metaphysis	Abnormality of the metaphysis
HP:0003909	HP:0003907	Cortical subperiosteal resorption of humeral metaphyses	Abnormality of the humeral metaphyses
HP:0003910	HP:0003051	Enlarged humeral metaphyses	Enlarged metaphyses
HP:0003910	HP:0003907	Enlarged humeral metaphyses	Abnormality of the humeral metaphyses
HP:0003911	HP:0003849	Flared humeral metaphysis	Flared upper limb metaphysis
HP:0003911	HP:0003907	Flared humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003912	HP:0003907	Frayed humeral metaphyses	Abnormality of the humeral metaphyses
HP:0003913	HP:0003850	Humeral metaphyseal irregularity	Upper-limb metaphyseal irregularity
HP:0003913	HP:0003907	Humeral metaphyseal irregularity	Abnormality of the humeral metaphyses
HP:0003914	HP:0003907	Irregular ossification of humeral metaphyses	Abnormality of the humeral metaphyses
HP:0003914	HP:0012791	Irregular ossification of humeral metaphyses	Abnormal humeral ossification
HP:0003915	HP:0003851	Lytic defects of the humeral metaphysis	Lytic defects in metaphyses of the upper limbs
HP:0003915	HP:0003907	Lytic defects of the humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003916	HP:0003852	Normal-density transverse humeral bands	Normal density transverse bands in metaphyses of the upper limbs
HP:0003916	HP:0003907	Normal-density transverse humeral bands	Abnormality of the humeral metaphyses
HP:0003917	HP:0003907	Pointed humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003918	HP:0003907	Sclerotic humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003919	HP:0003918	Sclerotic humeral metaphysis with longitudinal striations	Sclerotic humeral metaphysis
HP:0003920	HP:0003907	Sloping humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003921	HP:0003920	Laterally sloping humeral metaphysis	Sloping humeral metaphysis
HP:0003922	HP:0003907	Spurred humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003923	HP:0003907	Square humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003924	HP:0003907	Stippled calcification of humeral metaphysis	Abnormality of the humeral metaphyses
HP:0003926	HP:0009808	Abnormality of the humeral diaphysis	Anomaly of the upper limb diaphyses
HP:0003926	HP:0031095	Abnormality of the humeral diaphysis	Abnormal humerus morphology
HP:0003927	HP:0003858	Cortical irregularity of humeral diaphysis	Cortical diaphyseal irregularity of the upper limbs
HP:0003927	HP:0003867	Cortical irregularity of humeral diaphysis	Humeral cortical irregularity
HP:0003927	HP:0003926	Cortical irregularity of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003928	HP:0003859	Cortical thickening of humeral diaphysis	Cortical diaphyseal thickening of the upper limbs
HP:0003928	HP:0003926	Cortical thickening of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003929	HP:0003926	Ground glass opacity of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003930	HP:0003926	Lytic defects of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003931	HP:0003926	Periosteal new bone of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003931	HP:0030314	Periosteal new bone of humeral diaphysis	Periostosis
HP:0003932	HP:0003926	Sclerotic foci of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003933	HP:0003860	Sclerosis of humeral diaphysis	Diaphyseal sclerosis of the upper limbs
HP:0003933	HP:0003926	Sclerosis of humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003934	HP:0003926	Slender humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003935	HP:0003861	Wide humeral diaphysis	Broad diaphyses of the upper limbs
HP:0003935	HP:0003926	Wide humeral diaphysis	Abnormality of the humeral diaphysis
HP:0003938	HP:0009811	Synostosis involving the elbow	Abnormality of the elbow
HP:0003938	HP:0100238	Synostosis involving the elbow	Synostosis involving bones of the upper limbs
HP:0003939	HP:0003938	Humeroulnar synostosis	Synostosis involving the elbow
HP:0003939	HP:0100745	Humeroulnar synostosis	Abnormality of the humeroulnar joint
HP:0003940	HP:0002758	Osteoarthritis of the elbow	Osteoarthritis
HP:0003940	HP:0009811	Osteoarthritis of the elbow	Abnormality of the elbow
HP:0003941	HP:0009811	Stippled calcification of the elbow	Abnormality of the elbow
HP:0003942	HP:0009811	Synovial chondromatosis of the elbow	Abnormality of the elbow
HP:0003943	HP:0009811	Abnormality of the joint spaces of the elbow	Abnormality of the elbow
HP:0003944	HP:0003943	Narrow joint spaces of the elbow	Abnormality of the joint spaces of the elbow
HP:0003945	HP:0009811	Irregular articular surfaces of the elbow joints	Abnormality of the elbow
HP:0003946	HP:0003839	Abnormality of the epiphyses of the elbow	Abnormality of upper limb epiphysis morphology
HP:0003946	HP:0009811	Abnormality of the epiphyses of the elbow	Abnormality of the elbow
HP:0003947	HP:0003840	Delayed elbow epiphyseal ossification	Delayed upper limb epiphyseal ossification
HP:0003947	HP:0003946	Delayed elbow epiphyseal ossification	Abnormality of the epiphyses of the elbow
HP:0003948	HP:0003842	Irregular epiphyses of the elbow	Irregular epiphyses of the upper limbs
HP:0003948	HP:0003946	Irregular epiphyses of the elbow	Abnormality of the epiphyses of the elbow
HP:0003949	HP:0009809	Abnormality of the elbow metaphyses	Abnormality of upper limb metaphysis
HP:0003949	HP:0009811	Abnormality of the elbow metaphyses	Abnormality of the elbow
HP:0003950	HP:0003849	Flared elbow metaphyses	Flared upper limb metaphysis
HP:0003950	HP:0003949	Flared elbow metaphyses	Abnormality of the elbow metaphyses
HP:0003951	HP:0003913	Distal humeral metaphyseal irregularity	Humeral metaphyseal irregularity
HP:0003951	HP:0003949	Distal humeral metaphyseal irregularity	Abnormality of the elbow metaphyses
HP:0003952	HP:0003854	Sclerotic foci of metaphyses of the elbow	Sclerosis of metaphyses of the upper limbs
HP:0003952	HP:0003949	Sclerotic foci of metaphyses of the elbow	Abnormality of the elbow metaphyses
HP:0003953	HP:0006503	Absent forearm bone	Aplasia/hypoplasia involving forearm bones
HP:0003954	HP:0040073	Angulated forearm bones	Abnormal forearm bone morphology
HP:0003955	HP:0002973	Bone-in-a-bone appearance of forearm	Abnormality of the forearm
HP:0003956	HP:0006488	Bowed forearm bones	Bowing of the arm
HP:0003956	HP:0040073	Bowed forearm bones	Abnormal forearm bone morphology
HP:0003957	HP:0040072	Cortical thickening of the forearm bones	Abnormality of forearm bone
HP:0003958	HP:0040072	Cross-fusion of the forearm bones	Abnormality of forearm bone
HP:0003959	HP:0040073	Deformed forearm bones	Abnormal forearm bone morphology
HP:0003960	HP:0040072	Exostoses of the forearm bones	Abnormality of forearm bone
HP:0003960	HP:0100777	Exostoses of the forearm bones	Exostoses
HP:0003961	HP:0020110	Fractured forearm bones	Bone fracture
HP:0003961	HP:0040073	Fractured forearm bones	Abnormal forearm bone morphology
HP:0003963	HP:0040072	Lytic defects of the forearm bones	Abnormality of forearm bone
HP:0003964	HP:0040072	Osteoporotic forearm bones	Abnormality of forearm bone
HP:0003965	HP:0040072	Pseudarthrosis of the forearm bones	Abnormality of forearm bone
HP:0003966	HP:0040072	Sclerotic foci in forearm bones	Abnormality of forearm bone
HP:0003967	HP:0040072	Sclerotic forearm bones	Abnormality of forearm bone
HP:0003969	HP:0040073	Slender forearm bones	Abnormal forearm bone morphology
HP:0003970	HP:0040072	Undermodelled forearm bones	Abnormality of forearm bone
HP:0003971	HP:0040073	Broad forearm bones	Abnormal forearm bone morphology
HP:0003973	HP:0003037	Wide radioulnar joints	Enlarged joints
HP:0003973	HP:0003059	Wide radioulnar joints	Abnormality of the radioulnar joints
HP:0003974	HP:0003953	Absent radius	Absent forearm bone
HP:0003974	HP:0006501	Absent radius	Aplasia/Hypoplasia of the radius
HP:0003974	HP:0009822	Absent radius	Aplasia involving forearm bones
HP:0003976	HP:0003330	Constricted radius	Abnormal bone structure
HP:0003976	HP:0045009	Constricted radius	Abnormal morphology of the radius
HP:0003977	HP:0003959	Deformed radius	Deformed forearm bones
HP:0003977	HP:0045009	Deformed radius	Abnormal morphology of the radius
HP:0003978	HP:0003084	Fractured radius	Fractures of the long bones
HP:0003978	HP:0003961	Fractured radius	Fractured forearm bones
HP:0003978	HP:0045009	Fractured radius	Abnormal morphology of the radius
HP:0003979	HP:0002818	Lytic defects of the radius	Abnormality of the radius
HP:0003979	HP:0003963	Lytic defects of the radius	Lytic defects of the forearm bones
HP:0003980	HP:0002818	Pseudarthrosis of the radius	Abnormality of the radius
HP:0003980	HP:0003965	Pseudarthrosis of the radius	Pseudarthrosis of the forearm bones
HP:0003981	HP:0003971	Broad radius	Broad forearm bones
HP:0003981	HP:0005622	Broad radius	Broad long bones
HP:0003981	HP:0045009	Broad radius	Abnormal morphology of the radius
HP:0003982	HP:0003953	Aplasia of the ulna	Absent forearm bone
HP:0003982	HP:0006495	Aplasia of the ulna	Aplasia/Hypoplasia of the ulna
HP:0003982	HP:0009822	Aplasia of the ulna	Aplasia involving forearm bones
HP:0003984	HP:0002997	Posteriorly dislocated ulna	Abnormality of the ulna
HP:0003985	HP:0002997	Exostoses of the ulna	Abnormality of the ulna
HP:0003985	HP:0003960	Exostoses of the ulna	Exostoses of the forearm bones
HP:0003986	HP:0002818	Exostoses of the radius	Abnormality of the radius
HP:0003986	HP:0003960	Exostoses of the radius	Exostoses of the forearm bones
HP:0003987	HP:0003084	Fractured ulna	Fractures of the long bones
HP:0003987	HP:0003961	Fractured ulna	Fractured forearm bones
HP:0003987	HP:0040071	Fractured ulna	Abnormal morphology of ulna
HP:0003988	HP:0002997	Long ulna	Abnormality of the ulna
HP:0003989	HP:0002997	Notched ulna	Abnormality of the ulna
HP:0003990	HP:0002997	Pointed ulna	Abnormality of the ulna
HP:0003991	HP:0002997	Osteosclerosis of the ulna	Abnormality of the ulna
HP:0003991	HP:0003967	Osteosclerosis of the ulna	Sclerotic forearm bones
HP:0003991	HP:0006392	Osteosclerosis of the ulna	Increased density of long bones
HP:0003992	HP:0002997	Slender ulna	Abnormality of the ulna
HP:0003992	HP:0003100	Slender ulna	Slender long bone
HP:0003992	HP:0003969	Slender ulna	Slender forearm bones
HP:0003993	HP:0003971	Broad ulna	Broad forearm bones
HP:0003993	HP:0005622	Broad ulna	Broad long bones
HP:0003993	HP:0040071	Broad ulna	Abnormal morphology of ulna
HP:0003994	HP:0003019	Dislocated wrist	Abnormality of the wrist
HP:0003994	HP:0030310	Dislocated wrist	Upper extremity joint dislocation
HP:0003995	HP:0002818	Abnormality of the radial head	Abnormality of the radius
HP:0003996	HP:0003995	Flattened radial head	Abnormality of the radial head
HP:0003997	HP:0003995	Hypoplastic radial head	Abnormality of the radial head
HP:0003998	HP:0003999	Constricted radial neck	Abnormality of radial epiphyses
HP:0003999	HP:0002818	Abnormality of radial epiphyses	Abnormality of the radius
HP:0003999	HP:0003839	Abnormality of radial epiphyses	Abnormality of upper limb epiphysis morphology
HP:0004000	HP:0003999	Cone-shaped distal radial epiphysis	Abnormality of radial epiphyses
HP:0004000	HP:0010579	Cone-shaped distal radial epiphysis	Cone-shaped epiphysis
HP:0004001	HP:0003999	Medially deficient radial epiphyses	Abnormality of radial epiphyses
HP:0004002	HP:0003071	Flattened radial epiphyses	Flattened epiphysis
HP:0004002	HP:0003999	Flattened radial epiphyses	Abnormality of radial epiphyses
HP:0004003	HP:0004002	Medially flattened radial epiphyses	Flattened radial epiphyses
HP:0004004	HP:0003999	Irregular radial epiphyses	Abnormality of radial epiphyses
HP:0004004	HP:0010582	Irregular radial epiphyses	Irregular epiphyses
HP:0004005	HP:0003999	Large radial epiphyses	Abnormality of radial epiphyses
HP:0004005	HP:0010580	Large radial epiphyses	Enlarged epiphyses
HP:0004006	HP:0003999	Round radial epiphyses	Abnormality of radial epiphyses
