Name,desc,Id
HP:0007379,Neoplasm of the genitourinary tract,4882
HP:0007380,Facial telangiectasia,4883
HP:0007381,Congenital exfoliative erythroderma,4884
HP:0007383,Congenital localized absence of skin,4885
HP:0007384,Aberrant melanosome maturation,4886
HP:0007385,Aplasia cutis congenita of scalp,4887
HP:0007387,Hypoplastic sweat glands,4888
HP:0007390,Hyperkeratosis with erythema,4889
HP:0007392,Excessive wrinkled skin,4890
HP:0007394,Prominent superficial blood vessels,4891
HP:0007395,Postnatal-onset ichthyosiform erythroderma,4892
HP:0007396,Early cutaneous photosensitivity,4893
HP:0007397,Axillary apocrine gland hypoplasia,4894
HP:0007398,"Asymmetric, linear skin defects",4895
HP:0007400,Irregular hyperpigmentation,4896
HP:0007401,Macular atrophy,4897
HP:0007402,Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines,4898
HP:0007403,Hypertrophy of skin of soles,4899
HP:0007404,Nonepidermolytic palmoplantar keratoderma,4900
HP:0007406,Hyperpigmentation of eyelids,4901
HP:0007407,Excessive skin wrinkling on dorsum of hands and fingers,4902
HP:0007408,Tegumentary leishmaniasis susceptibility,4903
HP:0007409,"obsolete Absence of subcutaneous fat over entire body except buttocks, hips, and thighs",4904
HP:0007410,Palmoplantar hyperhidrosis,4905
HP:0007411,Hypoplastic-absent sebaceous glands,4906
HP:0007412,Macular hyperpigmented dermopathy,4907
HP:0007413,Nevus flammeus of the forehead,4908
HP:0007414,Neonatal wrinkled skin of hands and feet,4909
HP:0007417,Discoid lupus rash,4910
HP:0007418,Alopecia totalis,4911
HP:0007420,Spontaneous hematomas,4912
HP:0007421,Telangiectases of the cheeks,4913
HP:0007425,Hyperextensible skin of face,4914
HP:0007427,Reticulated skin pigmentation,4915
HP:0007428,Telangiectasia of the oral mucosa,4916
HP:0007429,Few cafe-au-lait spots,4917
HP:0007430,Generalized edema,4918
HP:0007431,Congenital ichthyosiform erythroderma,4919
HP:0007432,Intermittent generalized erythematous papular rash,4920
HP:0007434,Plaque-like facial hemangioma,4921
HP:0007435,Diffuse palmoplantar keratoderma,4922
HP:0007436,Hair-nail ectodermal dysplasia,4923
HP:0007437,Multiple cutaneous leiomyomas,4924
HP:0007438,Mottled pigmentation of the trunk and proximal extremities,4925
HP:0007439,Generalized keratosis follicularis,4926
HP:0007440,Generalized hyperpigmentation,4927
HP:0007441,Hyperpigmented/hypopigmented macules,4928
HP:0007443,Partial albinism,4929
HP:0007446,Palmoplantar blistering,4930
HP:0007447,Diffuse palmoplantar hyperkeratosis,4931
HP:0007448,Hyperkeratosis over edematous areas,4932
HP:0007449,Confetti-like hypopigmented macules,4933
HP:0007450,Increased groin pigmentation with raindrop depigmentation,4934
HP:0007451,Ipsilateral lack of facial sweating,4935
HP:0007452,Midface capillary hemangioma,4936
HP:0007453,Flexural lichenification,4937
HP:0007455,Adermatoglyphia,4938
HP:0007456,Progressive reticulate hyperpigmentation,4939
HP:0007457,Prominent veins on trunk,4940
HP:0007458,Focal hyperextensible skin,4941
HP:0007459,Generalized anhidrosis,4942
HP:0007460,Autoamputation of digits,4943
HP:0007461,Hemangiomatosis,4944
HP:0007462,Bitot spots of the conjunctiva,4945
HP:0007464,Sparse facial hair,4946
HP:0007465,Honeycomb palmoplantar keratoderma,4947
HP:0007466,Midfrontal capillary hemangioma,4948
HP:0007468,Perifollicular hyperkeratosis,4949
HP:0007469,Palmoplantar cutis gyrata,4950
HP:0007470,Periarticular subcutaneous nodules,4951
HP:0007471,Axillary and groin hyperpigmentation and hypopigmentation,4952
HP:0007473,Crusting erythematous dermatitis,4953
HP:0007475,Congenital bullous ichthyosiform erythroderma,4954
HP:0007476,Anhidrotic ectodermal dysplasia,4955
HP:0007477,Abnormal dermatoglyphics,4956
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,4957
HP:0007480,Decreased sweating due to autonomic dysfunction,4958
HP:0007481,Hyperpigmented nevi,4959
HP:0007482,Generalized papillary lesions,4960
HP:0007483,Depigmentation/hyperpigmentation of skin,4961
HP:0007485,Absence of subcutaneous fat,4962
HP:0007486,Cavernous hemangioma of the face,4963
HP:0007488,Diffuse skin atrophy,4964
HP:0007489,Diffuse telangiectasia,4965
HP:0007490,Linear arrays of macular hyperkeratoses in flexural areas,4966
HP:0007494,Discrete 2 to 5-mm hyper- and hypopigmented macules,4967
HP:0007495,Prematurely aged appearance,4968
HP:0007497,Focal friction-related palmoplantar hyperkeratosis,4969
HP:0007499,Recurrent staphylococcal infections,4970
HP:0007500,Decreased number of sweat glands,4971
HP:0007501,Streaks of hyperkeratosis along each finger onto the palm,4972
HP:0007502,Follicular hyperkeratosis,4973
HP:0007503,Generalized ichthyosis,4974
HP:0007504,Diffuse slow skin atrophy,4975
HP:0007505,Progressive hyperpigmentation,4976
HP:0007506,Congenital absence of skin of limbs,4977
HP:0007508,Punctate palmar hyperkeratosis,4978
HP:0007509,Patchy hypo- and hyperpigmentation,4979
HP:0007510,Focal dermal aplasia/hypoplasia,4980
HP:0007511,Mottled pigmentation of photoexposed areas,4981
HP:0007513,Generalized hypopigmentation,4982
HP:0007514,Edema of the dorsum of hands,4983
HP:0007515,Hypoplastic pilosebaceous units,4984
HP:0007516,Redundant skin on fingers,4985
HP:0007517,Palmoplantar cutis laxa,4986
HP:0007519,obsolete Lack of subcutaneous fatty tissue,4987
HP:0007521,Irregular hyperpigmentation of back,4988
HP:0007522,Increased number of skin folds,4989
HP:0007524,Atypical neurofibromatosis,4990
HP:0007525,"Yellow subcutaneous tissue covered by thin, scaly skin",4991
HP:0007526,Hypopigmented skin patches on arms,4992
HP:0007529,Hidrotic ectodermal dysplasia,4993
HP:0007530,Punctate palmoplantar hyperkeratosis,4994
HP:0007534,Congenital posterior occipital alopecia,4995
HP:0007535,Hypopigmented streaks,4996
HP:0007536,Aplasia cutis congenita of midline scalp vertex,4997
HP:0007537,Severe photosensitivity,4998
HP:0007541,Frontal cutaneous lipoma,4999
HP:0007542,Absent pigmentation of the ventral chest,5000
HP:0007543,Epidermal hyperkeratosis,5001
HP:0007544,Piebaldism,5002
HP:0007545,Congenital palmoplantar keratosis,5003
HP:0007546,Linear hyperpigmentation,5004
HP:0007548,Palmoplantar keratosis with erythema and scale,5005
HP:0007549,Desquamation of skin soon after birth,5006
HP:0007550,Hypohidrosis or hyperhidrosis,5007
HP:0007552,Abnormal subcutaneous fat tissue distribution,5008
HP:0007553,Congenital symmetrical palmoplantar keratosis,5009
HP:0007554,Confetti hypopigmentation pattern of lower leg skin,5010
HP:0007556,Plantar hyperkeratosis,5011
HP:0007559,Localized epidermolytic hyperkeratosis,5012
HP:0007560,Unusual dermatoglyphics,5013
HP:0007561,Telangiectases in sun-exposed and nonexposed skin,5014
HP:0007565,Multiple cafe-au-lait spots,5015
HP:0007566,Index finger dermatoglyphic radial loop,5016
HP:0007569,Generalized seborrheic dermatitis,5017
HP:0007570,Hyperkeratosis lenticularis perstans,5018
HP:0007572,Hyperpigmented streaks,5019
HP:0007573,Late onset atopic dermatitis,5020
HP:0007574,Generalized bronze hyperpigmentation,5021
HP:0007576,Palmar neurofibromas,5022
HP:0007581,"Mediosternal, longitudinal streak of hypopigmentation",5023
HP:0007583,Telangiectasia macularis eruptiva perstans,5024
HP:0007585,Skin fragility with non-scarring blistering,5025
HP:0007586,Telangiectases producing 'marbled' skin,5026
HP:0007587,Numerous pigmented freckles,5027
HP:0007588,Reticular hyperpigmentation,5028
HP:0007589,Aplasia cutis congenita on trunk or limbs,5029
HP:0007590,Aplasia cutis congenita over posterior parietal area,5030
HP:0007592,Aplasia/Hypoplastia of the eccrine sweat glands,5031
HP:0007595,Redundant skin in infancy,5032
HP:0007596,Painful subcutaneous lipomas,5033
HP:0007597,Congenital palmoplantar keratodermia,5034
HP:0007598,Bilateral single transverse palmar creases,5035
HP:0007599,Generalized reticulate brown pigmentation,5036
HP:0007601,Midline facial capillary hemangioma,5037
HP:0007602,Complex palmar dermatoglyphic pattern,5038
HP:0007603,Freckles in sun-exposed areas,5039
HP:0007605,Excessive wrinkling of palmar skin,5040
HP:0007606,Multiple cutaneous malignancies,5041
HP:0007607,Hypohidrotic ectodermal dysplasia,5042
HP:0007608,Abnormal palmar dermal ridges,5043
HP:0007609,Hypoproteinemic edema,5044
HP:0007610,Blotching pigmentation of the skin,5045
HP:0007613,Spinous keratoses of palms and soles,5046
HP:0007616,Nevus flammeus nuchae,5047
HP:0007617,"Fine, reticulate skin pigmentation",5048
HP:0007618,Subcutaneous calcification,5049
HP:0007620,Cutaneous leiomyoma,5050
HP:0007621,Telangiectasia of extensor surfaces,5051
HP:0007623,Pigmentation anomalies of sun-exposed skin,5052
HP:0007626,Mandibular osteomyelitis,5053
HP:0007627,Mandibular condyle aplasia,5054
HP:0007628,Mandibular condyle hypoplasia,5055
HP:0007633,Bilateral microphthalmos,5056
HP:0007634,Nonarteritic anterior ischemic optic neuropathy,5057
HP:0007641,Dyschromatopsia,5058
HP:0007642,Congenital stationary night blindness,5059
HP:0007643,Peripheral tractional retinal detachment,5060
HP:0007646,Absent lower eyelashes,5061
HP:0007647,Congenital extraocular muscle anomaly,5062
HP:0007648,Punctate cataract,5063
HP:0007649,Congenital hypertrophy of retinal pigment epithelium,5064
HP:0007650,Progressive ophthalmoplegia,5065
HP:0007651,Ectropion of lower eyelids,5066
HP:0007654,obsolete Retinal striation,5067
HP:0007655,Eversion of lateral third of lower eyelids,5068
HP:0007656,Lacrimal gland aplasia,5069
HP:0007657,Diffuse nuclear cataract,5070
HP:0007658,Large hyperpigmented retinal spots,5071
HP:0007659,obsolete Decreased retinal pigmentation with dispersion,5072
HP:0007661,Abnormality of chorioretinal pigmentation,5073
HP:0007663,Reduced visual acuity,5074
HP:0007665,Curly eyelashes,5075
HP:0007667,Peripheral cystoid retinal degeneration,5076
HP:0007668,Impaired pursuit initiation and maintenance,5077
HP:0007670,Abnormal vestibulo-ocular reflex,5078
HP:0007675,Progressive night blindness,5079
HP:0007676,Hypoplasia of the iris,5080
HP:0007677,Vitelliform-like macular lesions,5081
HP:0007678,Lacrimal duct stenosis,5082
HP:0007680,Depigmented fundus,5083
HP:0007685,Peripheral retinal avascularization,5084
HP:0007686,Abnormal pupillary function,5085
HP:0007687,Unilateral ptosis,5086
HP:0007688,Undetectable light- and dark-adapted electroretinogram,5087
HP:0007690,Map-dot-fingerprint corneal dystrophy,5088
HP:0007691,obsolete Short curly eyelashes,5089
HP:0007692,obsolete Nonnuclear polymorphic congenital cataract,5090
HP:0007695,Abnormal pupillary light reflex,5091
HP:0007697,Hypoplasia of the lower eyelids,5092
HP:0007698,obsolete Retinal pigment epithelial atrophy,5093
HP:0007700,Ocular anterior segment dysgenesis,5094
HP:0007702,obsolete Pigmentary retinal deposits,5095
HP:0007703,Abnormality of retinal pigmentation,5096
HP:0007704,Paroxysmal involuntary eye movements,5097
HP:0007705,Corneal degeneration,5098
HP:0007707,Congenital aphakia,5099
HP:0007708,Absent inner eyelashes,5100
HP:0007709,Band-shaped corneal dystrophy,5101
HP:0007710,Peripheral vitreous opacities,5102
HP:0007712,obsolete Choroidal dystrophy,5103
HP:0007713,obsolete Juvenile zonular cataracts,5104
HP:0007715,Weak extraocular muscles,5105
HP:0007716,Uveal melanoma,5106
HP:0007717,Chronic irritative conjunctivitis,5107
HP:0007720,Flat cornea,5108
HP:0007721,Saccular conjunctival dilatations,5109
HP:0007722,Retinal pigment epithelial atrophy,5110
HP:0007727,Opacification of the corneal epithelium,5111
HP:0007728,Congenital miosis,5112
HP:0007730,Iris hypopigmentation,5113
HP:0007731,Chorioretinal dysplasia,5114
HP:0007732,Lacrimal gland hypoplasia,5115
HP:0007733,Laterally curved eyebrow,5116
HP:0007734,Enlarged lacrimal glands,5117
HP:0007736,obsolete Pericentral retinal dystrophy,5118
HP:0007737,Bone spicule pigmentation of the retina,5119
HP:0007738,Uncontrolled eye movements,5120
HP:0007739,obsolete Mildly reduced visual acuity,5121
HP:0007740,Long eyelashes in irregular rows,5122
HP:0007744,obsolete Iridoretinal coloboma,5123
HP:0007747,Monocular horizontal nystagmus,5124
HP:0007748,obsolete Irido-fundal coloboma,5125
HP:0007750,Hypoplasia of the fovea,5126
HP:0007754,Macular dystrophy,5127
HP:0007755,Juvenile epithelial corneal dystrophy,5128
HP:0007756,obsolete Slitlike anterior chamber angles in children,5129
HP:0007757,obsolete Hypoplasia of choroid,5130
HP:0007758,obsolete Congenital visual impairment,5131
HP:0007759,Opacification of the corneal stroma,5132
HP:0007760,Crystalline corneal dystrophy,5133
HP:0007761,Pericentral scotoma,5134
HP:0007763,Retinal telangiectasia,5135
HP:0007765,Deep anterior chamber,5136
HP:0007766,Optic disc hypoplasia,5137
HP:0007768,Central retinal vessel vascular tortuosity,5138
HP:0007769,Peripheral retinal degeneration,5139
HP:0007770,Hypoplasia of the retina,5140
HP:0007772,Impaired smooth pursuit,5141
HP:0007773,Vitreoretinopathy,5142
HP:0007774,Hypoplasia of the ciliary body,5143
HP:0007776,Sparse lower eyelashes,5144
HP:0007777,Chorioretinal scar,5145
HP:0007778,Posterior retinal neovascularization,5146
HP:0007779,Anterior segment of eye aplasia,5147
HP:0007780,Cortical pulverulent cataract,5148
HP:0007782,obsolete Peripheral retinal cone degeneration,5149
HP:0007783,obsolete Butterfly retinal pigment epithelial dystrophy,5150
HP:0007786,obsolete Lacunar retinal depigmentation,5151
HP:0007787,Posterior subcapsular cataract,5152
HP:0007791,Patchy atrophy of the retinal pigment epithelium,5153
HP:0007792,Microsaccadic pursuit,5154
HP:0007793,Granular macular appearance,5155
HP:0007795,Anterior cortical cataract,5156
HP:0007797,Retinal vascular malformation,5157
HP:0007798,obsolete Foveal dystrophy,5158
HP:0007799,Conjunctival whitish salt-like deposits,5159
HP:0007800,Increased axial length of the globe,5160
HP:0007801,obsolete Fishnet retinal pigmentation,5161
HP:0007802,Granular corneal dystrophy,5162
HP:0007803,Monochromacy,5163
HP:0007807,Optic nerve compression,5164
HP:0007808,obsolete Bilateral retinal coloboma,5165
HP:0007809,Punctate corneal dystrophy,5166
HP:0007810,obsolete Progressive bifocal chorioretinal atrophy,5167
HP:0007811,Horizontal pendular nystagmus,5168
HP:0007812,Herpetiform corneal ulceration,5169
HP:0007813,Nongranulomatous uveitis,5170
HP:0007814,Retinal pigment epithelial mottling,5171
HP:0007815,Abnormal distribution of retinal arterioles and venules,5172
HP:0007817,Horizontal supranuclear gaze palsy,5173
HP:0007818,Central heterochromia,5174
HP:0007819,Presenile cataracts,5175
HP:0007820,Lacrimal punctal atresia,5176
HP:0007822,Central retinal exudate,5177
HP:0007824,Total ophthalmoplegia,5178
HP:0007825,obsolete Cataracts develop in second or third decade,5179
HP:0007827,Nodular corneal dystrophy,5180
HP:0007829,obsolete Diffuse retinal cone degeneration,5181
HP:0007830,Adult-onset night blindness,5182
HP:0007831,Nonprogressive restrictive external ophthalmoplegia,5183
HP:0007832,Pigmentation of the sclera,5184
HP:0007833,Anterior chamber synechiae,5185
HP:0007834,Progressive cataract,5186
HP:0007835,S-shaped palpebral fissures,5187
HP:0007836,Mosaic corneal dystrophy,5188
HP:0007838,Progressive ptosis,5189
HP:0007840,Long upper eyelashes,5190
HP:0007841,Amyloid deposition in the vitreous humor,5191
HP:0007843,Attenuation of retinal blood vessels,5192
HP:0007850,Retinal vascular proliferation,5193
HP:0007851,obsolete Temporal displacement of maculae,5194
HP:0007852,obsolete Pericentral pigmentary retinopathy,5195
HP:0007854,Glaucomatous visual field defect,5196
HP:0007856,Punctate opacification of the cornea,5197
HP:0007858,Chorioretinal lacunae,5198
HP:0007859,Congenital horizontal nystagmus,5199
HP:0007862,Retinal calcification,5200
HP:0007866,Retinal infarction,5201
HP:0007867,Restrictive partial external ophthalmoplegia,5202
HP:0007868,obsolete Age-related macular degeneration,5203
HP:0007869,obsolete Peripheral retinopathy,5204
HP:0007872,Choroidal hemangioma,5205
HP:0007873,Abnormally prominent line of Schwalbe,5206
HP:0007874,Almond-shaped palpebral fissure,5207
HP:0007875,Congenital blindness,5208
HP:0007876,obsolete Juvenile cortical cataract,5209
HP:0007879,Allergic conjunctivitis,5210
HP:0007880,Marginal corneal dystrophy,5211
HP:0007881,Central corneal dystrophy,5212
HP:0007885,Slowed horizontal saccades,5213
HP:0007886,Absent extraocular muscles,5214
HP:0007889,Iridescent posterior subcapsular cataract,5215
HP:0007892,Hypoplasia of the lacrimal punctum,5216
HP:0007893,obsolete Progressive retinal degeneration,5217
HP:0007894,Hypopigmentation of the fundus,5218
HP:0007898,Exudative retinopathy,5219
HP:0007899,Retinal nonattachment,5220
HP:0007900,Hypoplastic lacrimal duct,5221
HP:0007901,obsolete Retinal malformation,5222
HP:0007902,Vitreous hemorrhage,5223
HP:0007903,Paravenous chorioretinal atrophy,5224
HP:0007905,Abnormal iris vasculature,5225
HP:0007906,Ocular hypertension,5226
HP:0007910,obsolete Nonprogressive congenital retinal dystrophy,5227
HP:0007911,Congenital bilateral ptosis,5228
HP:0007913,Reticular retinal dystrophy,5229
HP:0007915,Polymorphous posterior corneal dystrophy,5230
HP:0007916,obsolete Small anterior lens surface opacities,5231
HP:0007917,Tractional retinal detachment,5232
HP:0007920,obsolete Congenital chorioretinal dystrophy,5233
HP:0007922,Hypermyelinated retinal nerve fibers,5234
HP:0007923,obsolete Foveal hyperplasia,5235
HP:0007924,Slow decrease in visual acuity,5236
HP:0007925,Lacrimal duct aplasia,5237
HP:0007928,Abnormal flash visual evoked potentials,5238
HP:0007929,Peripheral retinal detachment,5239
HP:0007930,obsolete Prominent epicanthal folds,5240
HP:0007932,Bilateral congenital mydriasis,5241
HP:0007933,Broad lateral eyebrow,5242
HP:0007935,Juvenile posterior subcapsular lenticular opacities,5243
HP:0007936,Restrictive external ophthalmoplegia,5244
HP:0007937,Reticular pigmentary degeneration,5245
HP:0007939,Blue cone monochromacy,5246
HP:0007941,Limited extraocular movements,5247
HP:0007942,Internal ophthalmoplegia,5248
HP:0007943,Congenital stapes ankylosis,5249
HP:0007944,Intermittent microsaccadic pursuits,5250
HP:0007945,obsolete Choroidal degeneration,5251
HP:0007946,Unilateral narrow palpebral fissure,5252
HP:0007947,Pericentral retinitis pigmentosa,5253
HP:0007948,Dense posterior cortical cataract,5254
HP:0007949,obsolete Progressive macular scarring,5255
HP:0007950,Peripapillary chorioretinal atrophy,5256
HP:0007956,obsolete Bilateral choroid coloboma,5257
HP:0007957,Corneal opacity,5258
HP:0007958,Optic atrophy from cranial nerve compression,5259
HP:0007961,obsolete Rarefaction of retinal pigmentation,5260
HP:0007962,Speckled corneal dystrophy,5261
HP:0007963,Pattern dystrophy of the retina,5262
HP:0007964,Degenerative vitreoretinopathy,5263
HP:0007965,Undetectable visual evoked potentials,5264
HP:0007968,Remnants of the hyaloid vascular system,5265
HP:0007970,Congenital ptosis,5266
HP:0007971,Lamellar cataract,5267
HP:0007973,Retinal dysplasia,5268
HP:0007975,Hypometric horizontal saccades,5269
HP:0007976,Cerulean cataract,5270
HP:0007979,Gaze-evoked horizontal nystagmus,5271
HP:0007980,Absent retinal pigment epithelium,5272
HP:0007981,obsolete Concentric narrowing of visual field,5273
HP:0007982,obsolete Central tapetoretinal dystrophy,5274
HP:0007984,Electronegative electroretinogram,5275
HP:0007985,Retinal arteriolar occlusion,5276
HP:0007986,Increased retinal vascularity,5277
HP:0007987,Progressive visual field defects,5278
HP:0007988,Macular hypopigmentation,5279
HP:0007989,Intraretinal exudate,5280
HP:0007990,Hypoplastic iris stroma,5281
HP:0007992,Lattice retinal degeneration,5282
HP:0007993,Malformed lacrimal duct,5283
HP:0007994,Peripheral visual field loss,5284
HP:0008000,Decreased corneal reflex,5285
HP:0008001,Foveal hyperpigmentation,5286
HP:0008002,Abnormality of macular pigmentation,5287
HP:0008003,Jerky ocular pursuit movements,5288
HP:0008005,Congenital corneal dystrophy,5289
HP:0008007,Primary congenital glaucoma,5290
HP:0008008,obsolete Progressive central visual loss,5291
HP:0008009,Three rows of eyelashes,5292
HP:0008011,Peripheral opacification of the cornea,5293
HP:0008012,obsolete Congenital myopia,5294
HP:0008014,Central fundal arteriolar microaneurysms,5295
HP:0008017,obsolete Depigmented lesions of the retinal pigment epithelium,5296
HP:0008019,Superior lens subluxation,5297
HP:0008020,Cone dystrophy,5298
HP:0008024,obsolete Congenital nuclear cataract,5299
HP:0008026,Horizontal opticokinetic nystagmus,5300
HP:0008028,Cystoid macular degeneration,5301
HP:0008030,Retinal arteritis,5302
HP:0008031,Posterior Y-sutural cataract,5303
HP:0008033,obsolete Congenital exotropia,5304
HP:0008034,Abnormal iris pigmentation,5305
HP:0008035,Retinitis pigmentosa inversa,5306
HP:0008036,obsolete Rod-cone dystrophy,5307
HP:0008037,Absent anterior chamber of the eye,5308
HP:0008038,Aplastic/hypoplastic lacrimal glands,5309
HP:0008039,Subepithelial corneal opacities,5310
HP:0008041,Late onset congenital glaucoma,5311
HP:0008043,Retinal arteriolar constriction,5312
HP:0008045,Enlarged flash visual evoked potentials,5313
HP:0008046,Abnormal retinal vascular morphology,5314
HP:0008047,Abnormality of the vasculature of the eye,5315
HP:0008048,Abnormality of the line of Schwalbe,5316
HP:0008049,Abnormality of the extraocular muscles,5317
HP:0008050,Abnormality of the palpebral fissures,5318
HP:0008051,obsolete Abnormality of the retinal pigment epithelium,5319
HP:0008052,Retinal fold,5320
HP:0008053,Aplasia/Hypoplasia of the iris,5321
HP:0008054,Abnormal morphology of the conjunctival vasculature,5322
HP:0008055,Aplasia/Hypoplasia affecting the uvea,5323
HP:0008056,Aplasia/Hypoplasia affecting the eye,5324
HP:0008057,Aplasia/Hypoplasia affecting the fundus,5325
HP:0008058,Aplasia/Hypoplasia of the optic nerve,5326
HP:0008059,Aplasia/Hypoplasia of the macula,5327
HP:0008060,Aplasia/Hypoplasia of the fovea,5328
HP:0008061,Aplasia/Hypoplasia of the retina,5329
HP:0008062,Aplasia/Hypoplasia affecting the anterior segment of the eye,5330
HP:0008063,Aplasia/Hypoplasia of the lens,5331
HP:0008064,Ichthyosis,5332
HP:0008065,Aplasia/Hypoplasia of the skin,5333
HP:0008066,Abnormal blistering of the skin,5334
HP:0008067,Abnormally lax or hyperextensible skin,5335
HP:0008069,Neoplasm of the skin,5336
HP:0008070,Sparse hair,5337
HP:0008071,Maternal hypertension,5338
HP:0008072,Maternal virilization in pregnancy,5339
HP:0008073,Low maternal serum estriol,5340
HP:0008074,Metatarsal periosteal thickening,5341
HP:0008075,Progressive pes cavus,5342
HP:0008076,Osteoporotic tarsals,5343
HP:0008078,Thin metatarsal cortices,5344
HP:0008079,Absent fifth metatarsal,5345
HP:0008080,Hallux varus,5346
HP:0008081,Pes valgus,5347
HP:0008082,Medial deviation of the foot,5348
HP:0008083,2nd-5th toe middle phalangeal hypoplasia,5349
HP:0008087,Nonossified fifth metatarsal,5350
HP:0008089,Abnormality of the fifth metatarsal bone,5351
HP:0008090,Ankylosis of feet small joints,5352
HP:0008093,Short 4th toe,5353
HP:0008094,Widely spaced toes,5354
HP:0008095,Osteolysis of talus,5355
HP:0008096,Medially deviated second toe,5356
HP:0008097,Partial fusion of tarsals,5357
HP:0008102,Expanded metatarsals with widened medullary cavities,5358
HP:0008103,Delayed tarsal ossification,5359
HP:0008107,Plantar crease between first and second toes,5360
HP:0008108,Advanced tarsal ossification,5361
HP:0008110,Equinovarus deformity,5362
HP:0008111,Broad distal hallux,5363
HP:0008112,Plantar flexion contractures,5364
HP:0008113,Multiple plantar creases,5365
HP:0008114,Metatarsal diaphyseal endosteal sclerosis,5366
HP:0008115,Clinodactyly of the 3rd toe,5367
HP:0008116,Flexion limitation of toes,5368
HP:0008117,Shortening of the talar neck,5369
HP:0008119,Deformed tarsal bones,5370
HP:0008122,Calcaneonavicular fusion,5371
HP:0008124,Talipes calcaneovarus,5372
HP:0008125,Second metatarsal posteriorly placed,5373
HP:0008127,Bipartite calcaneus,5374
HP:0008131,Tarsal stippling,5375
HP:0008132,Medial rotation of the medial malleolus,5376
HP:0008133,Distal tapering of metatarsals,5377
HP:0008134,Irregular tarsal ossification,5378
HP:0008138,Equinus calcaneus,5379
HP:0008141,Dislocation of toes,5380
HP:0008142,Delayed calcaneal ossification,5381
HP:0008144,Flattening of the talar dome,5382
HP:0008148,Impaired epinephrine-induced platelet aggregation,5383
HP:0008150,Elevated serum transaminases during infections,5384
HP:0008151,Prolonged prothrombin time,5385
HP:0008153,Periodic hypokalemic paresis,5386
HP:0008155,Mucopolysacchariduria,5387
HP:0008158,Hyperapobetalipoproteinemia,5388
HP:0008160,3-hydroxydicarboxylic aciduria,5389
HP:0008161,Absent leukocyte alkaline phosphatase,5390
HP:0008162,Asymptomatic hyperammonemia,5391
HP:0008163,Decreased circulating cortisol level,5392
HP:0008165,Decreased helper T cell proportion,5393
HP:0008166,Decreased beta-galactosidase activity,5394
HP:0008167,Very long chain fatty acid accumulation,5395
HP:0008169,Reduced factor VII activity,5396
HP:0008176,Neonatal unconjugated hyperbilirubinemia,5397
HP:0008178,Abnormal cartilage matrix,5398
HP:0008179,Decreased Arden ratio of electrooculogram,5399
HP:0008180,Mildly elevated creatine kinase,5400
HP:0008181,Abetalipoproteinemia,5401
HP:0008182,Adrenocortical hypoplasia,5402
HP:0008185,Precocious puberty in males,5403
HP:0008186,Adrenocortical cytomegaly,5404
HP:0008187,Absence of secondary sex characteristics,5405
HP:0008188,Thyroid dysgenesis,5406
HP:0008189,Insulin insensitivity,5407
HP:0008191,Thyroid agenesis,5408
HP:0008193,Primary gonadal insufficiency,5409
HP:0008194,Multiple pancreatic beta-cell adenomas,5410
HP:0008197,Absence of pubertal development,5411
HP:0008198,Congenital hypoparathyroidism,5412
HP:0008200,Primary hyperparathyroidism,5413
HP:0008202,Reduced circulating prolactin concentration,5414
HP:0008204,Precocious puberty with Sertoli cell tumor,5415
HP:0008205,Insulin-dependent but ketosis-resistant diabetes,5416
HP:0008207,Primary adrenal insufficiency,5417
HP:0008208,Parathyroid hyperplasia,5418
HP:0008209,Premature ovarian insufficiency,5419
HP:0008211,Parathyroid agenesis,5420
HP:0008213,Gonadotropin deficiency,5421
HP:0008214,Decreased serum estradiol,5422
HP:0008216,Adrenal gland dysgenesis,5423
HP:0008221,Adrenal hyperplasia,5424
HP:0008222,Female infertility,5425
HP:0008223,Compensated hypothyroidism,5426
HP:0008225,Thyroid follicular hyperplasia,5427
HP:0008226,Androgen insufficiency,5428
HP:0008227,Pituitary resistance to thyroid hormone,5429
HP:0008229,Thyroid lymphangiectasia,5430
HP:0008230,obsolete Decreased testosterone in males,5431
HP:0008231,Macronodular adrenal hyperplasia,5432
HP:0008232,Elevated circulating follicle stimulating hormone level,5433
HP:0008233,Decreased circulating progesterone,5434
HP:0008236,Isosexual precocious puberty,5435
HP:0008237,Hypothalamic hypothyroidism,5436
HP:0008239,Adrenal medullary hypoplasia,5437
HP:0008240,Secondary growth hormone deficiency,5438
HP:0008242,Pseudohypoaldosteronism,5439
HP:0008244,Congenital adrenal hypoplasia,5440
HP:0008245,Pituitary hypothyroidism,5441
HP:0008247,Euthyroid hyperthyroxinemia,5442
HP:0008249,Thyroid hyperplasia,5443
HP:0008250,Infantile hypercalcemia,5444
HP:0008251,Congenital goiter,5445
HP:0008255,Transient neonatal diabetes mellitus,5446
HP:0008256,Adrenocortical adenoma,5447
HP:0008258,Congenital adrenal hyperplasia,5448
HP:0008259,Adrenocorticotropin receptor defect,5449
HP:0008261,Pancreatic islet cell adenoma,5450
HP:0008263,Thyroid defect in oxidation and organification of iodide,5451
HP:0008264,Neutrophil inclusion bodies,5452
HP:0008265,Mitochondrial lysine transport defect,5453
HP:0008269,Increased red cell hemolysis by shear stress,5454
HP:0008271,Abnormal cartilage collagen,5455
